title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
考古題_C_Q.21,"int G (int a, int x) {
    if (x == 0)
        return 1;
    else
        return (a * G(a, x - 1));
}

右側 G() 為遞迴函式，G(3, 7) 執行後回傳值為何？",128,2187,6561,1024,以上皆非,B,考古題,easy,,,,"這個函式就是在計算 a 的 x 次方：G(a,x) = a^x。G(3,7) = 3^7 = 2187。","C程式,考古題",True
考古題_Python_Q.21,"def G(a, x):
    if x == 0:
        return 1
    else:
        return a * G(a, x - 1)

右側 G() 為遞迴函式，G(3, 7) 執行後回傳值為何？",128,2187,6561,1024,以上皆非,B,考古題,easy,,,,"這個函式就是在計算 a 的 x 次方：G(a,x) = a^x。G(3,7) = 3^7 = 2187。","Python,考古題",True
考古題_C_Q.22,"int A[8]={0, 2, 4, 6, 8, 10, 12, 14};

int Search(int x){
    int high= 7;
    int low = 0;
    while(high > low){
        int mid = (high + low)/2;
        if(A[mid] <= x){
            low = mid + 1;
        }
        else {
            high = mid;
        }
    }
    return A[high];
}

給定一個 1x8 的陣列 A，A = {0, 2, 4, 6, 8, 10, 12, 14}。右側函式 Search(x) 真正目的是找到 A 之中大於 x 的最小值。然而，這個函式有誤。請問下列哪個函式呼叫可測出函式有誤？",Search(-1),Search(0),Search(10),Search(16),以上皆非,D,考古題,hard,,,,"逐一實際模擬：Search(-1) 回傳 0（正確，0 是 A 中大於 -1 的最小值）；Search(0) 回傳 2（正確）；Search(10) 回傳 12（正確）。

但 Search(16) 因為 A 中沒有任何元素大於 16，模擬後會得到 high=7，回傳 A[7]=14。可是 14 並不大於 16，違反了函式「找到大於 x 的最小值」的定義——函式在「找不到符合條件的值」時沒有妥善處理，回傳了一個不符合條件的錯誤答案，因此 Search(16) 可以測出這個函式有誤。","C程式,考古題",True
考古題_Python_Q.22,"A = [0, 2, 4, 6, 8, 10, 12, 14]

def Search(x):
    high = 7
    low = 0
    while high > low:
        mid = (high + low) // 2
        if A[mid] <= x:
            low = mid + 1
        else:
            high = mid
    return A[high]

給定一個 1x8 的列表 A，A = [0, 2, 4, 6, 8, 10, 12, 14]。右側函式 Search(x) 真正目的是找到 A 之中大於 x 的最小值。然而，這個函式有誤。請問下列哪個函式呼叫可測出函式有誤？",Search(-1),Search(0),Search(10),Search(16),以上皆非,D,考古題,hard,,,,"逐一實際模擬：Search(-1) 回傳 0（正確，0 是 A 中大於 -1 的最小值）；Search(0) 回傳 2（正確）；Search(10) 回傳 12（正確）。

但 Search(16) 因為 A 中沒有任何元素大於 16，模擬後會得到 high=7，回傳 A[7]=14。可是 14 並不大於 16，違反了函式「找到大於 x 的最小值」的定義——函式在「找不到符合條件的值」時沒有妥善處理，回傳了一個不符合條件的錯誤答案，因此 Search(16) 可以測出這個函式有誤。","Python,考古題",True
考古題_C_Q.23,"int GCD (int a, int b){
    int r;
    r=a%b;
    if (r == 0) {
        return ____;
    }
    return ____;
}

右側函式兩個回傳式分別該如何撰寫，才能正確計算並回傳兩參數 a, b 之最大公因數（Greatest Common Divisor）？","a, GCD(b,r)","b, GCD(b,r)","a, GCD(a,r)","b, GCD(a,r)",以上皆非,B,考古題,easy,,,,"這是輾轉相除法的標準遞迴寫法：當餘數 r（=a%b）為 0 時，代表 b 就是最大公因數，所以回傳 b；否則要用新的一組數字繼續遞迴，新的被除數是原本的除數 b、新的除數是餘數 r，也就是回傳 GCD(b, r)。","C程式,考古題",True
考古題_Python_Q.23,"def GCD(a, b):
    r = a % b
    if r == 0:
        return ____
    return ____

右側函式兩個回傳式分別該如何撰寫，才能正確計算並回傳兩參數 a, b 之最大公因數（Greatest Common Divisor）？","a, GCD(b,r)","b, GCD(b,r)","a, GCD(a,r)","b, GCD(a,r)",以上皆非,B,考古題,easy,,,,"這是輾轉相除法的標準遞迴寫法：當餘數 r（=a%b）為 0 時，代表 b 就是最大公因數，所以回傳 b；否則要用新的一組數字繼續遞迴，新的被除數是原本的除數 b、新的除數是餘數 r，也就是回傳 GCD(b, r)。","Python,考古題",True
考古題_C_Q.24,"int A[n]={ … };
int p = q = A[0];
for (int i=1; i<n; i=i+1) {
    if (A[i] > p)
        p = A[i];
    if (A[i] < q)
        q = A[i];
}

若 A 是一個可儲存 n 筆整數的陣列，且資料儲存於 A[0]~A[n-1]。經過右側程式碼運算後，以下何者敘述不一定正確？",p 是 A 陣列資料中的最大值,q 是 A 陣列資料中的最小值,q < p,A[0] <= p,以上敘述皆一定正確,C,考古題,medium,,,,"這段程式用兩個獨立的 if（不是 if/elif）分別更新最大值 p 與最小值 q，邏輯正確，p 恆為最大值、q 恆為最小值、A[0] 必定不大於最大值 p，這三項敘述都一定成立。

但「q < p」不一定成立：如果陣列裡所有元素都相同（例如全部都是 5），那麼最大值與最小值會是同一個數字，此時 q 會等於 p，而不是 q 嚴格小於 p。因此「q < p」是不一定正確的敘述。","C程式,考古題",True
考古題_Python_Q.24,"A = [ … ]
p = q = A[0]
for i in range(1, n):
    if A[i] > p:
        p = A[i]
    if A[i] < q:
        q = A[i]

若 A 是一個可儲存 n 筆整數的列表，且資料儲存於 A[0]~A[n-1]。經過右側程式碼運算後，以下何者敘述不一定正確？",p 是 A 列表資料中的最大值,q 是 A 列表資料中的最小值,q < p,A[0] <= p,以上敘述皆一定正確,C,考古題,medium,,,,"這段程式用兩個獨立的 if（不是 if/elif）分別更新最大值 p 與最小值 q，邏輯正確，p 恆為最大值、q 恆為最小值、A[0] 必定不大於最大值 p，這三項敘述都一定成立。

但「q < p」不一定成立：如果陣列裡所有元素都相同（例如全部都是 5），那麼最大值與最小值會是同一個數字，此時 q 會等於 p，而不是 q 嚴格小於 p。因此「q < p」是不一定正確的敘述。","Python,考古題",True
考古題_C_Q.25,"void F () {
    int X[10] = {0};
    for (int i=0; i<10; i=i+1) {
        scanf(""%d"",&X[(i+2)%10]);
    }
}

右側 F() 函式執行時，若輸入依序為整數 0, 1, 2, 3, 4, 5, 6, 7, 8, 9，請問 X 陣列的元素值依順序為何？","0, 1, 2, 3, 4, 5, 6, 7, 8, 9","2, 0, 2, 0, 2, 0, 2, 0, 2, 0","9, 0, 1, 2, 3, 4, 5, 6, 7, 8","8, 9, 0, 1, 2, 3, 4, 5, 6, 7",以上皆非,D,考古題,medium,,,,"第 i 次輸入的值（也就是數字 i 本身）會被放進 X[(i+2)%10] 這個位置：
i=0 的值 0 放進 X[2]；i=1 的值 1 放進 X[3]；……；i=7 的值 7 放進 X[9]；i=8 的值 8 放進 X[(10)%10]=X[0]；i=9 的值 9 放進 X[(11)%10]=X[1]。

因此 X[0]=8, X[1]=9, X[2]=0, X[3]=1, X[4]=2, X[5]=3, X[6]=4, X[7]=5, X[8]=6, X[9]=7，依序即為 8, 9, 0, 1, 2, 3, 4, 5, 6, 7。","C程式,考古題",True
考古題_Python_Q.25,"def F():
    X = [0] * 10
    for i in range(10):
        X[(i+2)%10] = int(input())

右側 F() 函式執行時，若輸入依序為整數 0, 1, 2, 3, 4, 5, 6, 7, 8, 9，請問 X 列表的元素值依順序為何？","0, 1, 2, 3, 4, 5, 6, 7, 8, 9","2, 0, 2, 0, 2, 0, 2, 0, 2, 0","9, 0, 1, 2, 3, 4, 5, 6, 7, 8","8, 9, 0, 1, 2, 3, 4, 5, 6, 7",以上皆非,D,考古題,medium,,,,"第 i 次輸入的值（也就是數字 i 本身）會被放進 X[(i+2)%10] 這個位置：
i=0 的值 0 放進 X[2]；i=1 的值 1 放進 X[3]；……；i=7 的值 7 放進 X[9]；i=8 的值 8 放進 X[(10)%10]=X[0]；i=9 的值 9 放進 X[(11)%10]=X[1]。

因此 X[0]=8, X[1]=9, X[2]=0, X[3]=1, X[4]=2, X[5]=3, X[6]=4, X[7]=5, X[8]=6, X[9]=7，依序即為 8, 9, 0, 1, 2, 3, 4, 5, 6, 7。","Python,考古題",True
考古題_C_Q.26,"for (int i=0; i<=100; i=i+5) {
    printf(""%s\n"", ""Hi!"");
}

右側程式片段無法正確列印 20 次的 ""Hi!""（因為 i=0,5,10,...,100 共執行了 21 次），請問下列哪一個修正方式仍無法正確列印 20 次的 ""Hi!""？",將迴圈改為 for (int i=0; i<20; i=i+1),將迴圈改為 for (int i=5; i<=100; i=i+5),將迴圈改為 for (int i=0; i<100; i=i+5),將迴圈改為 for (int i=5; i<100; i=i+5),以上修正方式皆可以正確列印 20 次,D,考古題,medium,,,,"逐一計算每個修正方案實際會執行的次數：
range(0,20,1)：0~19 共 20 次，正確。
range(5,101,5)：5,10,...,100 共 20 次，正確。
range(0,100,5)：0,5,...,95 共 20 次，正確。
range(5,100,5)：5,10,...,95 共 19 次，不是 20 次！

只有「range(5,100,5)」（對應 C 版 for(i=5;i<100;i=i+5)）修正後仍然只印 19 次，並沒有修好這個錯誤，所以答案是這一個選項。","C程式,考古題",True
考古題_Python_Q.26,"for i in range(0, 101, 5):
    print('Hi!')

右側程式片段無法正確列印 20 次的 ""Hi!""（因為 i=0,5,10,...,100 共執行了 21 次），請問下列哪一個修正方式仍無法正確列印 20 次的 ""Hi!""？","將 range(0, 101, 5) 改為 range(0, 20, 1)","將 range(0, 101, 5) 改為 range(5, 101, 5)","將 range(0, 101, 5) 改為 range(0, 100, 5)","將 range(0, 101, 5) 改為 range(5, 100, 5)",以上修正方式皆可以正確列印 20 次,D,考古題,medium,,,,"逐一計算每個修正方案實際會執行的次數：
range(0,20,1)：0~19 共 20 次，正確。
range(5,101,5)：5,10,...,100 共 20 次，正確。
range(0,100,5)：0,5,...,95 共 20 次，正確。
range(5,100,5)：5,10,...,95 共 19 次，不是 20 次！

只有「range(5,100,5)」（對應 C 版 for(i=5;i<100;i=i+5)）修正後仍然只印 19 次，並沒有修好這個錯誤，所以答案是這一個選項。","Python,考古題",True
考古題_C_Q.27,"void F(int a) {
    while(a < 10)
        a = a + 5;
    if(a < 12)
        a = a + 2;
    if(a <= 11)
        a = 5;
}

給定右側函式 F()，執行 F() 時哪一行程式碼永遠不會被執行到？",a = a + 5,a = a + 2,a = 5,每一行都執行得到,以上皆非,C,考古題,hard,,,,"先看 while 迴圈結束後 a 的可能範圍：若傳入的 a 一開始就 >=10，迴圈完全不執行、a 維持原值（可能是任意 >=10 的數）；若一開始 a<10，迴圈會讓 a 每次加 5 直到 >=10，結束時 a 落在 10~14 之間。

接著看第一個 if(a<12)：只有當 a 在 [10,11]（或原本輸入就在這個範圍）時才成立，此時 a 會變成 a+2，落在 [12,13]；若 a 原本就 >=12，則第一個 if 不成立，a 維持在 >=12。

換句話說，不管走哪一條路，執行到第二個 if 之前，a 的值必定 >=12。因此第二個 if 的條件（a<=11 或 Python 版的 a<11）永遠不可能成立，""a = 5"" 這一行永遠不會被執行到。（第一行 a=a+5 在輸入小於 10 時會執行，第二行 a=a+2 在 a 落在 [10,11] 時會執行，兩者都不是「永遠不會執行」。）","C程式,考古題",True
考古題_Python_Q.27,"def F(a):
    while a < 10:
        a = a + 5
    if a < 12:
        a = a + 2
    if a < 11:
        a = 5

給定右側函式 F()，執行 F() 時哪一行程式碼永遠不會被執行到？",a = a + 5,a = a + 2,a = 5,每一行都執行得到,以上皆非,C,考古題,hard,,,,"先看 while 迴圈結束後 a 的可能範圍：若傳入的 a 一開始就 >=10，迴圈完全不執行、a 維持原值（可能是任意 >=10 的數）；若一開始 a<10，迴圈會讓 a 每次加 5 直到 >=10，結束時 a 落在 10~14 之間。

接著看第一個 if(a<12)：只有當 a 在 [10,11]（或原本輸入就在這個範圍）時才成立，此時 a 會變成 a+2，落在 [12,13]；若 a 原本就 >=12，則第一個 if 不成立，a 維持在 >=12。

換句話說，不管走哪一條路，執行到第二個 if 之前，a 的值必定 >=12。因此第二個 if 的條件（a<=11 或 Python 版的 a<11）永遠不可能成立，""a = 5"" 這一行永遠不會被執行到。（第一行 a=a+5 在輸入小於 10 時會執行，第二行 a=a+2 在 a 落在 [10,11] 時會執行，兩者都不是「永遠不會執行」。）","Python,考古題",True
考古題_C_Q.28,"int F (int n) {
    int x = 0;
    for(int i=1; i<=n; i=i+1)
        for(int j=i; j<=n; j=j+1)
            for(int k=1; k<=n; k=k*2)
                x = x + 1;
    return x;
}

右側 F() 函式執行完所回傳的 x 值為何？（以下 n 表示函式的輸入參數）",n(n+1)√⌊log2 n⌋,n2(n+1)/2,n(n+1)[log2 n + 1]/2,n(n+1)/2,以上皆非,C,考古題,hard,,,,"外面兩層迴圈（i、j，且 j>=i）一共會產生 1<=i<=j<=n 的所有組合，總共有 n(n+1)/2 組。每一組都會進入最內層迴圈：k 從 1 開始不斷乘以 2，直到大於 n 為止，這樣的迴圈固定會執行 ⌊log2 n⌋+1 次（也就是 k=1,2,4,...一路到最後一個不超過 n 的 2 的冪為止）。

因此 x 的總量是「(i,j) 的組合數」乘以「每組內層迴圈次數」，也就是 [n(n+1)/2] * [⌊log2 n⌋+1]，整理後就是 n(n+1)[log2 n + 1]/2。","C程式,考古題",True
考古題_Python_Q.28,"def F(n):
    x = 0
    for i in range(1, n+1):
        for j in range(i, n+1):
            k = 1
            while k <= n:
                x = x + 1
                k = k * 2
    return x

右側 F() 函式執行完所回傳的 x 值為何？（以下 n 表示函式的輸入參數）",n(n+1)√⌊ log2 n ⌋,n2(n+1)/2,n(n+1)[ log2 n + 1]/2,n(n+1)/2,以上皆非,C,考古題,hard,,,,"外面兩層迴圈（i、j，且 j>=i）一共會產生 1<=i<=j<=n 的所有組合，總共有 n(n+1)/2 組。每一組都會進入最內層迴圈：k 從 1 開始不斷乘以 2，直到大於 n 為止，這樣的迴圈固定會執行 ⌊log2 n⌋+1 次（也就是 k=1,2,4,...一路到最後一個不超過 n 的 2 的冪為止）。

因此 x 的總量是「(i,j) 的組合數」乘以「每組內層迴圈次數」，也就是 [n(n+1)/2] * [⌊log2 n⌋+1]，整理後就是 n(n+1)[log2 n + 1]/2。","Python,考古題",True
考古題_C_Q.29,"int main () {
    int M = -1, N = 101, s = 3;
    int A[] = ______?______;
    for (int i=0; i<s; i=i+1) {
        if (A[i]>M) {
            M = A[i];
        }
        else if (A[i]<N) {
            N = A[i];
        }
    }
    printf(""M = %d, N= %d\n"", M, N);
    return 0;
}

右側程式擬找出陣列 A 中的最大值 (M) 和最小值 (N)。不過，這段程式碼有誤，請問 A 初始值如何設定就可以測出程式有誤？","{90, 80, 100}","{80, 90, 100}","{100, 90, 80}","{90, 100, 80}",以上皆非,B,考古題,hard,,,,"這段程式用 elif 把「更新最大值」跟「更新最小值」寫成互斥的兩個分支：只要某個元素滿足 A[i]>M（成為新的最大值），就會直接跳過「檢查是否為新的最小值」這一步。因為 M 一開始給的初始值 -1 非常小，幾乎任何第一個元素都會先觸發最大值分支，永遠沒機會檢查它是否該同時也是最小值。

用 A=[80,90,100] 測試：A[0]=80>M(-1)成立，M=80（略過最小值檢查）；A[1]=90>M(80)成立，M=90；A[2]=100>M(90)成立，M=100。全部三個元素都被最大值分支「吃掉」，N 從頭到尾維持初始值 101，完全沒有被更新！但實際上 A 的最小值明明是 80，程式卻回報 N=101，錯誤就這樣被測出來了。

其餘三組測資（因為陣列中有較小的數字排在後面，能夠透過 elif 的機會被檢查到）都能得到正確的 M、N，測不出這個錯誤。","C程式,考古題",True
考古題_Python_Q.29,"M, N, s = -1, 101, 3
A = ______?______

for i in range(s):
    if A[i]>M:
        M = A[i]
    elif A[i]<N:
        N = A[i]
print(f'M = {M}, N = {N}')

右側程式擬找出列表 A 中的最大值 (M) 和最小值 (N)。不過，這段程式碼有誤，請問 A 初始值如何設定就可以測出程式有誤？","[90, 80, 100]","[80, 90, 100]","[100, 90, 80]","[90, 100, 80]",以上皆非,B,考古題,hard,,,,"這段程式用 elif 把「更新最大值」跟「更新最小值」寫成互斥的兩個分支：只要某個元素滿足 A[i]>M（成為新的最大值），就會直接跳過「檢查是否為新的最小值」這一步。因為 M 一開始給的初始值 -1 非常小，幾乎任何第一個元素都會先觸發最大值分支，永遠沒機會檢查它是否該同時也是最小值。

用 A=[80,90,100] 測試：A[0]=80>M(-1)成立，M=80（略過最小值檢查）；A[1]=90>M(80)成立，M=90；A[2]=100>M(90)成立，M=100。全部三個元素都被最大值分支「吃掉」，N 從頭到尾維持初始值 101，完全沒有被更新！但實際上 A 的最小值明明是 80，程式卻回報 N=101，錯誤就這樣被測出來了。

其餘三組測資（因為陣列中有較小的數字排在後面，能夠透過 elif 的機會被檢查到）都能得到正確的 M、N，測不出這個錯誤。","Python,考古題",True
考古題_C_Q.30,"int a[101], b[101], i;
for (i=1; i<=100; i=i+1) {
    b[i] = i;
}
a[0] = 0;
for (i=1; i<=100; i=i+1) {
    a[i] = b[i] + a[i-1];
}
printf(""%d\n"", a[50]-a[30]);

經過運算後，右側程式的輸出為何？",1275,20,1000,810,以上皆非,D,考古題,medium,,,,"a[i] 是 b[1]+b[2]+...+b[i] 的累加和，也就是 1+2+...+i = i(i+1)/2。
a[50] = 50*51/2 = 1275。
a[30] = 30*31/2 = 465。
a[50]-a[30] = 1275-465 = 810。","C程式,考古題",True
考古題_Python_Q.30,"a = [0] * 101
b = [i for i in range(101)]
for i in range(1, 101):
    a[i] = b[i] + a[i - 1]
print(a[50] - a[30])

經過運算後，右側程式的輸出為何？",1275,20,1000,810,以上皆非,D,考古題,medium,,,,"a[i] 是 b[1]+b[2]+...+b[i] 的累加和，也就是 1+2+...+i = i(i+1)/2。
a[50] = 50*51/2 = 1275。
a[30] = 30*31/2 = 465。
a[50]-a[30] = 1275-465 = 810。","Python,考古題",True
